Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,EAD*R,Loss,Expected Values
4701,11.09,8.01%,0.0078,0.888309,10.201691,0.07957319
4702,7.53,8.56%,0.003,0.644568,6.885432,0.020656296
4703,15.01,15.22%,0.0026,2.284522,12.725478,0.033086243
4704,3.49,35.71%,0.0059,1.246279,2.243721,0.013237954
4705,18.2,13.90%,0.0097,2.5298,15.6702,0.15200094
4706,9.08,7.64%,0.0058,0.693712,8.386288,0.04864047
4707,19.04,38.26%,0.0043,7.284704,11.755296,0.050547773
4708,7.91,1.80%,0.001,0.14238,7.76762,0.00776762
4709,10.87,7.54%,0.0056,0.819598,10.050402,0.056282251
4710,1.88,32.91%,0.0017,0.618708,1.261292,0.002144196
4711,4.36,7.00%,0.0008,0.3052,4.0548,0.00324384
4712,3.14,30.28%,0.0079,0.950792,2.189208,0.017294743
4713,1.98,34.39%,0.0041,0.680922,1.299078,0.00532622
4714,18.77,19.00%,0.0004,3.5663,15.2037,0.00608148
4715,6.2,15.70%,0.0039,0.9734,5.2266,0.02038374
4716,5.99,22.75%,0.0095,1.362725,4.627275,0.043959113
4717,18.48,6.19%,0.0099,1.143912,17.336088,0.171627271
4718,8.43,1.97%,0.0017,0.166071,8.263929,0.014048679
4719,15.05,16.12%,0.0036,2.42606,12.62394,0.045446184
4720,21.69,18.25%,0.0069,3.958425,17.731575,0.122347868
4721,6.06,19.60%,0.0052,1.18776,4.87224,0.025335648
4722,24.37,1.23%,0.0056,0.299751,24.070249,0.134793394
4723,6.4,14.39%,0.0041,0.92096,5.47904,0.022464064
4724,13.24,36.87%,0.0044,4.881588,8.358412,0.036777013
4725,2.2,29.46%,0.0017,0.64812,1.55188,0.002638196
4726,13.85,7.85%,0.0043,1.087225,12.762775,0.054879933
4727,21.91,23.25%,0.0046,5.094075,16.815925,0.077353255
4728,1.78,5.21%,0.0081,0.092738,1.687262,0.013666822
4729,12.99,25.15%,0.0015,3.266985,9.723015,0.014584523
4730,21.52,18.66%,0.0033,4.015632,17.504368,0.057764414
4731,3.42,23.06%,0.0015,0.788652,2.631348,0.003947022
4732,21.38,27.63%,0.0049,5.907294,15.472706,0.075816259
4733,2.58,25.32%,0.0044,0.653256,1.926744,0.008477674
4734,4.88,39.06%,0.0094,1.906128,2.973872,0.027954397
4735,9.4,37.01%,0.0031,3.47894,5.92106,0.018355286
4736,24.7,5.48%,0.0034,1.35356,23.34644,0.079377896
4737,13.22,37.82%,0.0086,4.999804,8.220196,0.070693686
4738,17.08,21.50%,0.0061,3.6722,13.4078,0.08178758
4739,13.9,0.58%,0.0056,0.08062,13.81938,0.077388528
4740,11,7.38%,0.0094,0.8118,10.1882,0.09576908
4741,9.88,20.93%,0.0005,2.067884,7.812116,0.003906058
4742,10.7,0.59%,0.0083,0.06313,10.63687,0.088286021
4743,20.93,28.75%,0.001,6.017375,14.912625,0.014912625
4744,23.37,39.85%,0.0022,9.312945,14.057055,0.030925521
4745,9.2,31.41%,0.0077,2.88972,6.31028,0.048589156
4746,8.2,8.80%,0.0081,0.7216,7.4784,0.06057504
4747,23.65,15.30%,0.0033,3.61845,20.03155,0.066104115
4748,23.52,18.88%,0.0026,4.440576,19.079424,0.049606502
4749,10.55,24.90%,0.0021,2.62695,7.92305,0.016638405
4750,5.54,14.17%,0.009,0.785018,4.754982,0.042794838
4751,0.46,17.60%,0.0061,0.08096,0.37904,0.002312144
4752,20.1,34.53%,0.002,6.94053,13.15947,0.02631894
4753,21.1,2.05%,0.0098,0.43255,20.66745,0.20254101
4754,12.61,1.65%,0.0076,0.208065,12.401935,0.094254706
4755,17.77,14.90%,0.0073,2.64773,15.12227,0.110392571
4756,9.03,0.92%,0.0077,0.083076,8.946924,0.068891315
4757,8.49,6.02%,0.0058,0.511098,7.978902,0.046277632
4758,9.58,8.49%,0.0096,0.813342,8.766658,0.084159917
4759,7.3,18.11%,0.0034,1.32203,5.97797,0.020325098
4760,23.08,20.99%,0.0058,4.844492,18.235508,0.105765946
4761,4.76,4.31%,0.0072,0.205156,4.554844,0.032794877
4762,20.73,7.21%,0.0054,1.494633,19.235367,0.103870982
4763,18.85,2.71%,0.0024,0.510835,18.339165,0.044013996
4764,22.85,12.84%,0.0093,2.93394,19.91606,0.185219358
4765,3.75,39.65%,0.0029,1.486875,2.263125,0.006563063
4766,21.1,27.36%,0.0087,5.77296,15.32704,0.133345248
4767,21.15,29.12%,0.0095,6.15888,14.99112,0.14241564
4768,0.15,27.81%,0.0041,0.041715,0.108285,0.000443969
4769,0.41,21.82%,0.0082,0.089462,0.320538,0.002628412
4770,8.81,14.36%,0.0086,1.265116,7.544884,0.064886002
4771,6.05,13.84%,0.0021,0.83732,5.21268,0.010946628
4772,14.25,17.00%,0.0006,2.4225,11.8275,0.0070965
4773,22.2,39.96%,0.0091,8.87112,13.32888,0.121292808
4774,9.72,4.01%,0.0093,0.389772,9.330228,0.08677112
4775,13.11,35.45%,0.0082,4.647495,8.462505,0.069392541
4776,8.17,25.86%,0.0058,2.112762,6.057238,0.03513198
4777,10.23,5.72%,0.0016,0.585156,9.644844,0.01543175
4778,0.21,12.33%,0.0068,0.025893,0.184107,0.001251928
4779,7.53,30.64%,0.0056,2.307192,5.222808,0.029247725
4780,3.72,36.16%,0.0064,1.345152,2.374848,0.015199027
4781,19.98,25.66%,0.0043,5.126868,14.853132,0.063868468
4782,1.19,14.91%,0.0074,0.177429,1.012571,0.007493025
4783,0.8,13.41%,0.0057,0.10728,0.69272,0.003948504
4784,12.31,34.23%,0.0003,4.213713,8.096287,0.002428886
4785,17.77,28.46%,0.0025,5.057342,12.712658,0.031781645
4786,5.24,32.27%,0.009,1.690948,3.549052,0.031941468
4787,4.91,14.13%,0.0034,0.693783,4.216217,0.014335138
4788,9.86,34.03%,0.005,3.355358,6.504642,0.03252321
4789,15.67,32.14%,0.0014,5.036338,10.633662,0.014887127
4790,21.47,37.93%,0.0043,8.143571,13.326429,0.057303645
4791,20.67,9.58%,0.0091,1.980186,18.689814,0.170077307
4792,22.12,27.88%,0.0004,6.167056,15.952944,0.006381178
4793,21.62,6.14%,0.005,1.327468,20.292532,0.10146266
4794,0.76,29.03%,0.0068,0.220628,0.539372,0.00366773
4795,20.17,14.96%,0.003,3.017432,17.152568,0.051457704
4796,21.06,13.27%,0.0085,2.794662,18.265338,0.155255373
4797,3.84,30.66%,0.0024,1.177344,2.662656,0.006390374
4798,1.5,19.28%,0.0045,0.2892,1.2108,0.0054486
4799,15.06,31.29%,0.0017,4.712274,10.347726,0.017591134
4800,8.01,15.65%,0.0075,1.253565,6.756435,0.050673263
4801,1.44,22.53%,0.0021,0.324432,1.115568,0.002342693
4802,3.67,28.17%,0.0067,1.033839,2.636161,0.017662279
4803,12.76,25.95%,0.0094,3.31122,9.44878,0.088818532
4804,7.89,9.27%,0.0041,0.731403,7.158597,0.029350248
4805,21.68,24.02%,0.0053,5.207536,16.472464,0.087304059
4806,18.79,28.00%,0.0038,5.2612,13.5288,0.05140944
4807,13.67,26.15%,0.0066,3.574705,10.095295,0.066628947
4808,3.57,17.08%,0.0081,0.609756,2.960244,0.023977976
4809,21.3,35.05%,0.003,7.46565,13.83435,0.04150305
4810,24.08,35.42%,0.0072,8.529136,15.550864,0.111966221
4811,21.02,27.77%,0.0076,5.837254,15.182746,0.11538887
4812,19.21,29.09%,0.0069,5.588189,13.621811,0.093990496
4813,3.72,29.87%,0.0051,1.111164,2.608836,0.013305064
4814,8.2,38.76%,0.0065,3.17832,5.02168,0.03264092
4815,9.21,23.77%,0.0075,2.189217,7.020783,0.052655873
4816,24.17,2.44%,0.006,0.589748,23.580252,0.141481512
4817,21.79,31.28%,0.009,6.815912,14.974088,0.134766792
4818,17.46,3.58%,0.0093,0.625068,16.834932,0.156564868
4819,16.73,34.49%,0.0016,5.770177,10.959823,0.017535717
4820,10.52,27.58%,0.0093,2.901416,7.618584,0.070852831
4821,5.79,14.23%,0.0083,0.823917,4.966083,0.041218489
4822,1.23,18.48%,0.0053,0.227304,1.002696,0.005314289
4823,12.19,14.86%,0.0056,1.811434,10.378566,0.05811997
4824,12.68,30.16%,0.0035,3.824288,8.855712,0.030994992
4825,11.65,17.81%,0.0082,2.074865,9.575135,0.078516107
4826,18.39,20.03%,0.0015,3.683517,14.706483,0.022059725
4827,22.41,18.68%,0.0022,4.186188,18.223812,0.040092386
4828,5.64,28.07%,0.0087,1.583148,4.056852,0.035294612
4829,9.11,26.21%,0.0015,2.387731,6.722269,0.010083404
4830,3.82,39.03%,0.0036,1.490946,2.329054,0.008384594
4831,23.51,23.17%,0.0048,5.447267,18.062733,0.086701118
4832,8.34,24.06%,0.0042,2.006604,6.333396,0.026600263
4833,5.72,38.32%,0.0042,2.191904,3.528096,0.014818003
4834,22.05,8.73%,0.0073,1.924965,20.125035,0.146912756
4835,2.15,9.24%,0.0093,0.19866,1.95134,0.018147462
4836,21.99,34.74%,0.0054,7.639326,14.350674,0.07749364
4837,8.77,3.42%,0.0025,0.299934,8.470066,0.021175165
4838,11.4,13.95%,0.0038,1.5903,9.8097,0.03727686
4839,1.28,33.10%,0.0004,0.42368,0.85632,0.000342528
4840,4.41,7.26%,0.0038,0.320166,4.089834,0.015541369
4841,11.91,17.66%,0.0076,2.103306,9.806694,0.074530874
4842,17,15.04%,0.009,2.5568,14.4432,0.1299888
4843,15.09,4.00%,0.0001,0.6036,14.4864,0.00144864
4844,0.34,30.46%,0.0064,0.103564,0.236436,0.00151319
4845,10.95,33.98%,0.0094,3.72081,7.22919,0.067954386
4846,23.65,7.64%,0.0097,1.80686,21.84314,0.211878458
4847,13.31,9.47%,0.0091,1.260457,12.049543,0.109650841
4848,24.02,34.00%,0.0026,8.1668,15.8532,0.04121832
4849,14.52,18.76%,0.0004,2.723952,11.796048,0.004718419
4850,13.55,2.29%,0.001,0.310295,13.239705,0.013239705
4851,22.68,22.39%,0.0033,5.078052,17.601948,0.058086428
4852,18.97,19.28%,0.005,3.657416,15.312584,0.07656292
4853,21.38,39.05%,0.0085,8.34889,13.03111,0.110764435
4854,16.82,16.27%,0.0046,2.736614,14.083386,0.064783576
4855,24.6,34.89%,0.0031,8.58294,16.01706,0.049652886
4856,1.38,33.65%,0.0086,0.46437,0.91563,0.007874418
4857,1.77,10.62%,0.0096,0.187974,1.582026,0.01518745
4858,16.5,12.03%,0.0047,1.98495,14.51505,0.068220735
4859,11.75,2.57%,0.0004,0.301975,11.448025,0.00457921
4860,21.24,2.07%,0.0074,0.439668,20.800332,0.153922457
4861,6.56,39.89%,0.0017,2.616784,3.943216,0.006703467
4862,4.89,13.73%,0.0001,0.671397,4.218603,0.00042186
4863,16.34,26.55%,0.0043,4.33827,12.00173,0.051607439
4864,3.46,24.59%,0.0065,0.850814,2.609186,0.016959709
4865,11.14,30.39%,0.0088,3.385446,7.754554,0.068240075
4866,11.18,20.30%,0.008,2.26954,8.91046,0.07128368
4867,5.79,12.29%,0.002,0.711591,5.078409,0.010156818
4868,20.05,28.26%,0.0085,5.66613,14.38387,0.122262895
4869,20.99,22.04%,0.0088,4.626196,16.363804,0.144001475
4870,9.39,15.06%,0.001,1.414134,7.975866,0.007975866
4871,23.04,34.10%,0.0013,7.85664,15.18336,0.019738368
4872,22.54,35.26%,0.0091,7.947604,14.592396,0.132790804
4873,11.89,17.23%,0.0008,2.048647,9.841353,0.007873082
4874,12.43,32.10%,0.0091,3.99003,8.43997,0.076803727
4875,2.67,37.77%,0.0087,1.008459,1.661541,0.014455407
4876,8.56,30.17%,0.0045,2.582552,5.977448,0.026898516
4877,3,14.00%,0.0073,0.42,2.58,0.018834
4878,23.26,22.20%,0.0091,5.16372,18.09628,0.164676148
4879,11.77,24.47%,0.0015,2.880119,8.889881,0.013334822
4880,12.2,39.10%,0.0067,4.7702,7.4298,0.04977966
4881,7.54,32.53%,0.0051,2.452762,5.087238,0.025944914
4882,11,20.38%,0.0084,2.2418,8.7582,0.07356888
4883,17.07,31.41%,0.01,5.361687,11.708313,0.11708313
4884,11.26,30.80%,0.0071,3.46808,7.79192,0.055322632
4885,15.97,29.53%,0.0067,4.715941,11.254059,0.075402195
4886,11.11,5.30%,0.002,0.58883,10.52117,0.02104234
4887,3.65,8.29%,0.0044,0.302585,3.347415,0.014728626
4888,4,10.16%,0.0002,0.4064,3.5936,0.00071872
4889,14.38,16.73%,0.0061,2.405774,11.974226,0.073042779
4890,9.34,8.85%,0.0047,0.82659,8.51341,0.040013027
4891,23.92,31.73%,0.0073,7.589816,16.330184,0.119210343
4892,1.03,10.54%,0.0098,0.108562,0.921438,0.009030092
4893,18.93,11.16%,0.0011,2.112588,16.817412,0.018499153
4894,3.43,24.83%,0.0089,0.851669,2.578331,0.022947146
4895,12.49,2.62%,0.0001,0.327238,12.162762,0.001216276
4896,1.25,2.85%,0.0063,0.035625,1.214375,0.007650563
4897,5,26.30%,0.0087,1.315,3.685,0.0320595
4898,13.5,5.87%,0.0026,0.79245,12.70755,0.03303963
4899,14.28,35.92%,0.008,5.129376,9.150624,0.073204992
4900,7.89,24.96%,0.004,1.969344,5.920656,0.023682624
4901,5.81,19.36%,0.0077,1.124816,4.685184,0.036075917
4902,4.81,21.43%,0.0075,1.030783,3.779217,0.028344128
4903,2.6,33.18%,0.009,0.86268,1.73732,0.01563588
4904,11.3,26.73%,0.009,3.02049,8.27951,0.07451559
4905,17.12,20.56%,0.0008,3.519872,13.600128,0.010880102
4906,0.06,18.62%,0.0022,0.011172,0.048828,0.000107422
4907,0.21,27.22%,0.0065,0.057162,0.152838,0.000993447
4908,0.95,23.85%,0.0015,0.226575,0.723425,0.001085138
4909,10.51,9.84%,0.0088,1.034184,9.475816,0.083387181
4910,18.79,16.09%,0.0074,3.023311,15.766689,0.116673499
4911,0.53,4.14%,0.0093,0.021942,0.508058,0.004724939
4912,5.28,28.43%,0.0028,1.501104,3.778896,0.010580909
4913,0.78,4.22%,0.0098,0.032916,0.747084,0.007321423
4914,24.22,19.18%,0.0069,4.645396,19.574604,0.135064768
4915,14.32,7.87%,0.0013,1.126984,13.193016,0.017150921
4916,6.35,9.10%,0.0087,0.57785,5.77215,0.050217705
4917,12.22,24.15%,0.002,2.95113,9.26887,0.01853774
4918,21.28,19.41%,0.0003,4.130448,17.149552,0.005144866
4919,5.34,3.98%,0.0085,0.212532,5.127468,0.043583478
4920,21.08,27.54%,0.0029,5.805432,15.274568,0.044296247
4921,18.49,16.06%,0.0036,2.969494,15.520506,0.055873822
4922,23.49,32.76%,0.0052,7.695324,15.794676,0.082132315
4923,0.08,8.64%,0.0092,0.006912,0.073088,0.00067241
4924,8.72,8.98%,0.0036,0.783056,7.936944,0.028572998
4925,13.78,28.87%,0.0096,3.978286,9.801714,0.094096454
4926,14.99,19.18%,0.0052,2.875082,12.114918,0.062997574
4927,11.95,16.19%,0.0056,1.934705,10.015295,0.056085652
4928,4.86,9.84%,0.0092,0.478224,4.381776,0.040312339
4929,2.66,16.55%,0.0036,0.44023,2.21977,0.007991172
4930,6.04,22.88%,0.0094,1.381952,4.658048,0.043785651
4931,23.65,13.23%,0.0013,3.128895,20.521105,0.026677437
4932,18.67,7.63%,0.0057,1.424521,17.245479,0.09829923
4933,11.47,32.66%,0.0066,3.746102,7.723898,0.050977727
4934,4.42,20.24%,0.0099,0.894608,3.525392,0.034901381
4935,24.33,17.30%,0.0019,4.20909,20.12091,0.038229729
4936,12.96,7.18%,0.0028,0.930528,12.029472,0.033682522
4937,7.62,31.55%,0.0009,2.40411,5.21589,0.004694301
4938,0.89,39.36%,0.0055,0.350304,0.539696,0.002968328
4939,10.14,37.87%,0.0028,3.840018,6.299982,0.01763995
4940,13.55,7.32%,0.0084,0.99186,12.55814,0.105488376
4941,0.81,15.22%,0.0015,0.123282,0.686718,0.001030077
4942,4.47,1.30%,0.0073,0.05811,4.41189,0.032206797
4943,14.59,4.34%,0.0066,0.633206,13.956794,0.09211484
4944,3.11,31.84%,0.0077,0.990224,2.119776,0.016322275
4945,21.9,2.29%,0.0085,0.50151,21.39849,0.181887165
4946,13.1,32.48%,0.0023,4.25488,8.84512,0.020343776
4947,19.79,33.66%,0.0083,6.661314,13.128686,0.108968094
4948,8.69,18.67%,0.0087,1.622423,7.067577,0.06148792
4949,6.01,35.75%,0.0096,2.148575,3.861425,0.03706968
4950,12.83,39.20%,0.0092,5.02936,7.80064,0.071765888
4951,5.29,35.50%,0.0011,1.87795,3.41205,0.003753255
4952,19.37,28.60%,0.0071,5.53982,13.83018,0.098194278
4953,16.33,15.66%,0.0067,2.557278,13.772722,0.092277237
4954,12.01,36.25%,0.005,4.353625,7.656375,0.038281875
4955,9.58,15.33%,0.0066,1.468614,8.111386,0.053535148
4956,6.17,21.45%,0.0007,1.323465,4.846535,0.003392575
4957,11.53,23.62%,0.0088,2.723386,8.806614,0.077498203
4958,20.18,19.32%,0.002,3.898776,16.281224,0.032562448
4959,17.55,18.89%,0.0047,3.315195,14.234805,0.066903584
4960,19.21,27.79%,0.0061,5.338459,13.871541,0.0846164
4961,17.54,30.07%,0.0065,5.274278,12.265722,0.079727193
4962,15.5,22.34%,0.0095,3.4627,12.0373,0.11435435
4963,4.79,25.51%,0.0079,1.221929,3.568071,0.028187761
4964,15.82,22.04%,0.0058,3.486728,12.333272,0.071532978
4965,15.75,38.35%,0.0043,6.040125,9.709875,0.041752463
4966,14.58,19.57%,0.006,2.853306,11.726694,0.070360164
4967,2.1,37.83%,0.0085,0.79443,1.30557,0.011097345
4968,8.73,21.43%,0.0093,1.870839,6.859161,0.063790197
4969,23.46,32.10%,0.0047,7.53066,15.92934,0.074867898
4970,0.42,31.07%,0.0075,0.130494,0.289506,0.002171295
4971,1.93,24.71%,0.0033,0.476903,1.453097,0.00479522
4972,20.24,17.22%,0.0084,3.485328,16.754672,0.140739245
4973,0.72,33.57%,0.0009,0.241704,0.478296,0.000430466
4974,9.23,22.05%,0.0028,2.035215,7.194785,0.020145398
4975,3.14,33.80%,0.0086,1.06132,2.07868,0.017876648
4976,8.99,0.96%,0.0006,0.086304,8.903696,0.005342218
4977,18.74,21.62%,0.0029,4.051588,14.688412,0.042596395
4978,24.22,31.75%,0.0013,7.68985,16.53015,0.021489195
4979,4.95,5.50%,0.0089,0.27225,4.67775,0.041631975
4980,5.23,25.31%,0.0079,1.323713,3.906287,0.030859667
4981,0.18,1.11%,0.0002,0.001998,0.178002,3.56004E-05
4982,22.15,26.75%,0.0021,5.925125,16.224875,0.034072238
4983,10.41,23.33%,0.0027,2.428653,7.981347,0.021549637
4984,5.9,19.82%,0.0015,1.16938,4.73062,0.00709593
4985,11.33,14.94%,0.0046,1.692702,9.637298,0.044331571
4986,24.39,10.92%,0.0012,2.663388,21.726612,0.026071934
4987,3.94,7.00%,0.0049,0.2758,3.6642,0.01795458
4988,15.02,39.81%,0.0032,5.979462,9.040538,0.028929722
4989,20.76,39.63%,0.007,8.227188,12.532812,0.087729684
4990,15.54,12.95%,0.0078,2.01243,13.52757,0.105515046
4991,10.56,8.83%,0.0088,0.932448,9.627552,0.084722458
4992,3.13,9.08%,0.0079,0.284204,2.845796,0.022481788
4993,5.23,25.29%,0.0039,1.322667,3.907333,0.015238599
4994,3.16,38.10%,0.0085,1.20396,1.95604,0.01662634
4995,15.11,27.75%,0.0091,4.193025,10.916975,0.099344473
4996,1.34,31.86%,0.006,0.426924,0.913076,0.005478456
4997,13.3,15.73%,0.0099,2.09209,11.20791,0.110958309
4998,15.69,32.75%,0.005,5.138475,10.551525,0.052757625
4999,13.41,38.92%,0.0086,5.219172,8.190828,0.070441121
5000,0.36,34.12%,0.0093,0.122832,0.237168,0.002205662
5001,24.98,17.50%,0.0009,4.3715,20.6085,0.01854765
5002,18.41,14.58%,0.0003,2.684178,15.725822,0.004717747
5003,9.58,22.90%,0.0025,2.19382,7.38618,0.01846545
5004,16.77,24.03%,0.0063,4.029831,12.740169,0.080263065
5005,12.29,21.52%,0.0008,2.644808,9.645192,0.007716154
5006,16.19,10.92%,0.005,1.767948,14.422052,0.07211026
5007,13.71,1.84%,0.0045,0.252264,13.457736,0.060559812
5008,14.96,1.38%,0.0021,0.206448,14.753552,0.030982459
5009,6.64,26.70%,0.0083,1.77288,4.86712,0.040397096
5010,24.26,30.53%,0.0024,7.406578,16.853422,0.040448213
5011,6.31,16.61%,0.0046,1.048091,5.261909,0.024204781
5012,11.39,20.53%,0.002,2.338367,9.051633,0.018103266
5013,8.73,7.56%,0.0092,0.659988,8.070012,0.07424411
5014,4.44,37.67%,0.001,1.672548,2.767452,0.002767452
5015,22.99,38.73%,0.0062,8.904027,14.085973,0.087333033
5016,11.79,1.70%,0.0044,0.20043,11.58957,0.050994108
5017,24.11,27.29%,0.0082,6.579619,17.530381,0.143749124
5018,7.28,29.21%,0.0001,2.126488,5.153512,0.000515351
5019,9.14,5.90%,0.007,0.53926,8.60074,0.06020518
5020,16.48,19.87%,0.0059,3.274576,13.205424,0.077912002
5021,5.97,38.67%,0.001,2.308599,3.661401,0.003661401
5022,12.35,7.14%,0.0062,0.88179,11.46821,0.071102902
5023,22.07,2.42%,0.0099,0.534094,21.535906,0.213205469
5024,12.76,33.53%,0.0055,4.278428,8.481572,0.046648646
5025,18.78,7.96%,0.0077,1.494888,17.285112,0.133095362
5026,11.82,2.69%,0.0028,0.317958,11.502042,0.032205718
5027,23.27,16.00%,0.0038,3.7232,19.5468,0.07427784
5028,16.89,10.02%,0.0062,1.692378,15.197622,0.094225256
5029,24.87,5.27%,0.0099,1.310649,23.559351,0.233237575
5030,3.06,28.00%,0.0073,0.8568,2.2032,0.01608336
5031,6.21,25.42%,0.0099,1.578582,4.631418,0.045851038
5032,2.2,19.34%,0.0074,0.42548,1.77452,0.013131448
5033,21.67,22.07%,0.0061,4.782569,16.887431,0.103013329
5034,17.49,39.38%,0.0021,6.887562,10.602438,0.02226512
5035,20.79,12.34%,0.0061,2.565486,18.224514,0.111169535
5036,0.2,22.36%,0.0043,0.04472,0.15528,0.000667704
5037,1.29,19.31%,0.0012,0.249099,1.040901,0.001249081
5038,20.92,35.89%,0.0026,7.508188,13.411812,0.034870711
5039,21.14,30.91%,0.0081,6.534374,14.605626,0.118305571
5040,21.87,37.42%,0.0022,8.183754,13.686246,0.030109741
5041,11.21,0.14%,0.0087,0.015694,11.194306,0.097390462
5042,16.25,31.56%,0.0019,5.1285,11.1215,0.02113085
5043,21.67,18.69%,0.0077,4.050123,17.619877,0.135673053
5044,14.72,5.25%,0.0093,0.7728,13.9472,0.12970896
5045,7.36,7.12%,0.0079,0.524032,6.835968,0.054004147
5046,3.13,28.20%,0.0039,0.88266,2.24734,0.008764626
5047,6.44,24.41%,0.0031,1.572004,4.867996,0.015090788
5048,10.48,19.89%,0.0017,2.084472,8.395528,0.014272398
5049,20.16,18.58%,0.0063,3.745728,16.414272,0.103409914
5050,23.2,17.32%,0.0075,4.01824,19.18176,0.1438632
5051,0.05,4.05%,0.0042,0.002025,0.047975,0.000201495
5052,0.35,24.65%,0.0056,0.086275,0.263725,0.00147686
5053,7.87,0.46%,0.0068,0.036202,7.833798,0.053269826
5054,20.84,30.19%,0.0029,6.291596,14.548404,0.042190372
5055,18.72,8.71%,0.0014,1.630512,17.089488,0.023925283
5056,11.48,16.65%,0.0049,1.91142,9.56858,0.046886042
5057,15.49,22.75%,0.0041,3.523975,11.966025,0.049060703
5058,16.19,10.04%,0.002,1.625476,14.564524,0.029129048
5059,9.86,38.52%,0.0091,3.798072,6.061928,0.055163545
5060,8.45,19.45%,0.0083,1.643525,6.806475,0.056493743
5061,9.18,7.05%,0.005,0.64719,8.53281,0.04266405
5062,3.79,26.58%,0.0038,1.007382,2.782618,0.010573948
5063,3.99,17.83%,0.0079,0.711417,3.278583,0.025900806
5064,24.68,9.09%,0.0096,2.243412,22.436588,0.215391245
5065,16.99,16.94%,0.003,2.878106,14.111894,0.042335682
5066,18.3,11.68%,0.0044,2.13744,16.16256,0.071115264
5067,4.67,12.56%,0.0083,0.586552,4.083448,0.033892618
5068,23.37,13.85%,0.0015,3.236745,20.133255,0.030199883
5069,14.9,13.31%,0.0045,1.98319,12.91681,0.058125645
5070,6.48,8.48%,0.0083,0.549504,5.930496,0.049223117
5071,11.86,25.16%,0.0093,2.983976,8.876024,0.082547023
5072,20.97,26.69%,0.005,5.596893,15.373107,0.076865535
5073,3.94,0.48%,0.0015,0.018912,3.921088,0.005881632
5074,23.61,16.85%,0.0069,3.978285,19.631715,0.135458834
5075,12.02,34.30%,0.0054,4.12286,7.89714,0.042644556
5076,19.13,12.54%,0.0061,2.398902,16.731098,0.102059698
5077,20.88,21.41%,0.0007,4.470408,16.409592,0.011486714
5078,23.93,14.00%,0.0027,3.3502,20.5798,0.05556546
5079,15.53,20.84%,0.0073,3.236452,12.293548,0.0897429
5080,13.79,7.84%,0.0074,1.081136,12.708864,0.094045594
5081,9.39,32.61%,0.0011,3.062079,6.327921,0.006960713
5082,24.78,17.77%,0.0035,4.403406,20.376594,0.071318079
5083,20.38,33.67%,0.0075,6.861946,13.518054,0.101385405
5084,8.67,33.10%,0.005,2.86977,5.80023,0.02900115
5085,20.13,23.19%,0.006,4.668147,15.461853,0.092771118
5086,3.32,8.49%,0.0061,0.281868,3.038132,0.018532605
5087,0.98,20.14%,0.006,0.197372,0.782628,0.004695768
5088,12.46,34.74%,0.0065,4.328604,8.131396,0.052854074
5089,0.78,10.30%,0.0019,0.08034,0.69966,0.001329354
5090,8.5,2.80%,0.0037,0.238,8.262,0.0305694
5091,12.1,6.47%,0.0011,0.78287,11.31713,0.012448843
5092,12.05,32.51%,0.0017,3.917455,8.132545,0.013825327
5093,1.5,37.91%,0.0049,0.56865,0.93135,0.004563615
5094,4.38,37.08%,0.0043,1.624104,2.755896,0.011850353
5095,4.84,29.83%,0.0018,1.443772,3.396228,0.00611321
5096,9.8,1.75%,0.0098,0.1715,9.6285,0.0943593
5097,19.9,14.93%,0.0079,2.97107,16.92893,0.133738547
5098,8.24,15.59%,0.0073,1.284616,6.955384,0.050774303
5099,11.73,9.08%,0.0064,1.065084,10.664916,0.068255462
5100,7.43,11.89%,0.0051,0.883427,6.546573,0.033387522
5101,1.8,39.93%,0.0053,0.71874,1.08126,0.005730678
5102,0.23,18.68%,0.0066,0.042964,0.187036,0.001234438
5103,9.87,15.67%,0.0083,1.546629,8.323371,0.069083979
5104,4.24,37.11%,0.0065,1.573464,2.666536,0.017332484
5105,22.24,18.63%,0.0053,4.143312,18.096688,0.095912446
5106,24,25.52%,0.0023,6.1248,17.8752,0.04111296
5107,11.78,11.83%,0.0013,1.393574,10.386426,0.013502354
5108,0.56,18.66%,0.0066,0.104496,0.455504,0.003006326
5109,3.05,38.21%,0.0028,1.165405,1.884595,0.005276866
5110,1.05,32.11%,0.004,0.337155,0.712845,0.00285138
5111,19.64,23.42%,0.0075,4.599688,15.040312,0.11280234
5112,5.84,19.62%,0.0092,1.145808,4.694192,0.043186566
5113,11.69,27.96%,0.0087,3.268524,8.421476,0.073266841
5114,20.02,34.73%,0.0005,6.952946,13.067054,0.006533527
5115,15.76,17.10%,0.0036,2.69496,13.06504,0.047034144
5116,11.22,21.94%,0.0078,2.461668,8.758332,0.06831499
5117,8.02,13.60%,0.0052,1.09072,6.92928,0.036032256
5118,3.15,37.75%,0.0016,1.189125,1.960875,0.0031374
5119,21.27,21.14%,0.0023,4.496478,16.773522,0.038579101
5120,23.08,3.01%,0.0024,0.694708,22.385292,0.053724701
5121,17.1,31.69%,0.0098,5.41899,11.68101,0.114473898
5122,16.95,17.57%,0.0092,2.978115,13.971885,0.128541342
5123,19.31,2.50%,0.0024,0.48275,18.82725,0.0451854
5124,5.65,38.62%,0.0065,2.18203,3.46797,0.022541805
